exercise,primary_muscle,exercise_link,image_link
Jumping jack,Cardio,https://fitnessprogramer.com/exercise/jumping-jack/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Jumping-jack.gif
Jumping jack,Leg,https://fitnessprogramer.com/exercise/jumping-jack/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Jumping-jack.gif
Single Leg Broad Jump,Cardio,https://fitnessprogramer.com/exercise/single-leg-broad-jump/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Single-Leg-Broad-Jump.gif
Single Leg Broad Jump,Leg,https://fitnessprogramer.com/exercise/single-leg-broad-jump/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Single-Leg-Broad-Jump.gif
Incline Leg Hip Raise,Abs,https://fitnessprogramer.com/exercise/incline-leg-hip-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Incline-Leg-Hip-Raise.gif
Bodyweight Windmill,Abs,https://fitnessprogramer.com/exercise/bodyweight-windmill/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Bodyweight-Windmill.gif
Bodyweight Windmill,Leg,https://fitnessprogramer.com/exercise/bodyweight-windmill/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Bodyweight-Windmill.gif
Front to Side Plank,Abs,https://fitnessprogramer.com/exercise/front-to-side-plank/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Front-to-Side-Plank.gif
Tuck Crunch,Abs,https://fitnessprogramer.com/exercise/tuck-crunch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Tuck-Crunch.gif
Dumbbell Side Bend,Abs,https://fitnessprogramer.com/exercise/dumbbell-side-bend/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Dumbbell-Side-Bend.gif
Double Leg Stretch,Abs,https://fitnessprogramer.com/exercise/double-leg-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Double-Leg-Stretch.gif
Spider Plank,Abs,https://fitnessprogramer.com/exercise/spider-plank/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Spider-Plank.gif
Spider Plank,Cardio,https://fitnessprogramer.com/exercise/spider-plank/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Spider-Plank.gif
Captains Chair Leg Raise,Abs,https://fitnessprogramer.com/exercise/captains-chair-leg-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Captains-Chair-Leg-Raise.gif
Captains Chair Leg Raise,Calisthenic,https://fitnessprogramer.com/exercise/captains-chair-leg-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Captains-Chair-Leg-Raise.gif
Bench Side Bend,Abs,https://fitnessprogramer.com/exercise/bench-side-bend/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Bench-Side-Bend.gif
Crab Twist Toe Touch,Abs,https://fitnessprogramer.com/exercise/crab-twist-toe-touch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Crab-Twist-Toe-Touch.gif
Quarter Sit-up,Abs,https://fitnessprogramer.com/exercise/quarter-sit-up/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Quarter-Sit-up.gif
Weighted Sit-ups,Abs,https://fitnessprogramer.com/exercise/weighted-sit-ups/,https://fitnessprogramer.com/wp-content/uploads/2021/05/weightedsitups.gif
Lying Knee Raise,Abs,https://fitnessprogramer.com/exercise/lying-knee-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lying-Knee-Raise.gif
Floor Crunch,Abs,https://fitnessprogramer.com/exercise/floor-crunch/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Floor-Crunch.gif
Ez Bar Upright Row,Shoulders,https://fitnessprogramer.com/exercise/ez-bar-upright-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Upright-Row.gif
Ez Bar Upright Row,Trapezius,https://fitnessprogramer.com/exercise/ez-bar-upright-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Upright-Row.gif
Inner Chest Press Machine,Chest,https://fitnessprogramer.com/exercise/inner-chest-press-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inner-Chest-Press-Machine.gif
Decline Dumbbell Fly,Chest,https://fitnessprogramer.com/exercise/decline-dumbbell-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Dumbbell-Fly.gif
Incline Dumbbell Hammer Press,Chest,https://fitnessprogramer.com/exercise/incline-dumbbel-hammer-press/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbel-Hammer-Press.gif
Run in Place,Cardio,https://fitnessprogramer.com/exercise/run-in-place/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Run-in-Place-exercise.gif
Jump Squats,Cardio,https://fitnessprogramer.com/exercise/jump-squats/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Jump-Squat.gif
Jump Squats,Hip,https://fitnessprogramer.com/exercise/jump-squats/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Jump-Squat.gif
Jump Squats,Leg,https://fitnessprogramer.com/exercise/jump-squats/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Jump-Squat.gif
Kneeling Cable Triceps Extension,Triceps,https://fitnessprogramer.com/exercise/kneeling-cable-triceps-extension/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kneeling-Cable-Extension.gif
Cable Rear Drive,Triceps,https://fitnessprogramer.com/exercise/cable-rear-drive/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Cable-Rear-Drive.gif
Short Stride Run,Cardio,https://fitnessprogramer.com/exercise/short-stride-run/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Short-Stride-Run.gif
Hyperextension,Erector Spinae,https://fitnessprogramer.com/exercise/hyperextension/,https://fitnessprogramer.com/wp-content/uploads/2021/02/hyperextension.gif
Reverse Plank,Abs,https://fitnessprogramer.com/exercise/reverse-plank/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Reverse-plank.gif
Reverse Plank,Hip,https://fitnessprogramer.com/exercise/reverse-plank/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Reverse-plank.gif
Dumbbell Lying One-Arm Rear Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-lying-one-arm-rear-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Lying-One-Arm-Rear-Lateral-Raise.gif
Lateral Raise Machine,Shoulders,https://fitnessprogramer.com/exercise/lateral-raise-machine/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lateral-Raise-Machine.gif
Scott Press,Shoulders,https://fitnessprogramer.com/exercise/scott-press/,https://fitnessprogramer.com/wp-content/uploads/2021/06/scott-press.gif
Band Pull-Apart,Shoulders,https://fitnessprogramer.com/exercise/band-pull-apart/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Band-pull-apart.gif
Band Pull-Apart,Trapezius,https://fitnessprogramer.com/exercise/band-pull-apart/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Band-pull-apart.gif
Bent Over Reverse Cable Fly,Shoulders,https://fitnessprogramer.com/exercise/bent-over-reverse-cable-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/04/bent-over-reverse-cable-fly.gif
Bent Over Reverse Cable Fly,Trapezius,https://fitnessprogramer.com/exercise/bent-over-reverse-cable-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/04/bent-over-reverse-cable-fly.gif
Bent-Over Barbell Reverse Raise,Shoulders,https://fitnessprogramer.com/exercise/bent-over-barbell-reverse-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Bent-Over-Barbell-Reverse-Raise.gif
Bent-Over Barbell Reverse Raise,Trapezius,https://fitnessprogramer.com/exercise/bent-over-barbell-reverse-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Bent-Over-Barbell-Reverse-Raise.gif
Weighted Round Arm,Shoulders,https://fitnessprogramer.com/exercise/weighted-round-arm/,https://fitnessprogramer.com/wp-content/uploads/2021/04/weighted-round-arm.gif
Weight Plate Front Raise,Shoulders,https://fitnessprogramer.com/exercise/weight-plate-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Weight-Plate-Front-Raise-1.gif
Dumbbell Upward Fly,Chest,https://fitnessprogramer.com/exercise/dumbbell-upward-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-Upward-Fly.gif
Two Arm Cable Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/two-arm-cable-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Two-Arm-Cable-Lateral-Raise.gif
Landmine Squat to Press,Full Body,https://fitnessprogramer.com/exercise/landmine-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Landmine-Press.gif
Landmine Squat to Press,Hip,https://fitnessprogramer.com/exercise/landmine-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Landmine-Press.gif
Landmine Squat to Press,Leg,https://fitnessprogramer.com/exercise/landmine-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Landmine-Press.gif
Landmine Squat to Press,Shoulders,https://fitnessprogramer.com/exercise/landmine-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Landmine-Press.gif
Cable Shoulder Press,Shoulders,https://fitnessprogramer.com/exercise/cable-shoulder-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Cable-Shoulder-Press.gif
Barbell Rear Delt Raise,Shoulders,https://fitnessprogramer.com/exercise/barbell-rear-delt-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Rear-Delt-Raise.gif
Barbell Rear Delt Raise,Trapezius,https://fitnessprogramer.com/exercise/barbell-rear-delt-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Rear-Delt-Raise.gif
Double Cable Front Raise,Shoulders,https://fitnessprogramer.com/exercise/double-cable-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Double-Cable-Front-Raise.gif
Standing Hip Extension,Hip,https://fitnessprogramer.com/exercise/standing-hip-extension/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Standing-Hip-Extension.gif
Standing Smith Machine Shoulder Press,Shoulders,https://fitnessprogramer.com/exercise/standing-smith-machine-shoulder-press/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Standing-Smith-Machine-Shoulder-Press.gif
Dumbbell W Press,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-w-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-W-Press.gif
Dumbbell One Arm Shoulder Press,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-one-arm-shoulder-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-One-Arm-Shoulder-Press.gif
Dumbbell Scaption,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-scaption/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Scaption.gif
Barbell Clean and Press,Full Body,https://fitnessprogramer.com/exercise/barbell-clean-and-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Clean-and-Press-.gif
Barbell Clean and Press,Leg,https://fitnessprogramer.com/exercise/barbell-clean-and-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Clean-and-Press-.gif
Barbell Clean and Press,Shoulders,https://fitnessprogramer.com/exercise/barbell-clean-and-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Clean-and-Press-.gif
Dumbbell Cuban Press,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-cuban-press/,https://fitnessprogramer.com/wp-content/uploads/2021/04/dumbbell-cuban-press-.gif
Dumbbell Cuban External Rotation,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-cuban-external-rotation/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Cuban-External-Rotation.gif
Standing Alternating Dumbbell Shoulder Press,Shoulders,https://fitnessprogramer.com/exercise/standing-alternating-dumbbell-shoulder-press/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Standing-Alternating-Dumbbell-Shoulder-Press.gif
Narrow Grip Wall Push-Up,Chest,https://fitnessprogramer.com/exercise/narrow-grip-wall-push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Narrow-Grip-Wall-Push-Up.gif
Narrow Grip Wall Push-Up,Triceps,https://fitnessprogramer.com/exercise/narrow-grip-wall-push-up/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Narrow-Grip-Wall-Push-Up.gif
Cable External Shoulder Rotation,Shoulders,https://fitnessprogramer.com/exercise/cable-external-shoulder-rotation/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Cable-External-Shoulder-Rotation.gif
Cable Internal Shoulder Rotation,Shoulders,https://fitnessprogramer.com/exercise/cable-internal-shoulder-rotation/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Cable-Internal-Shoulder-Rotation.gif
Across Chest Shoulder Stretch,Back / Wing,https://fitnessprogramer.com/exercise/across-chest-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Across-Chest-Shoulder-Stretch.gif
Across Chest Shoulder Stretch,Shoulders,https://fitnessprogramer.com/exercise/across-chest-shoulder-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Across-Chest-Shoulder-Stretch.gif
Standing Reach Up Back rotation Stretch,Back / Wing,https://fitnessprogramer.com/exercise/standing-reach-up-back-rotation-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Standing-Reach-Up-Back-rotation-Stretch.gif
Standing Reach Up Back rotation Stretch,Shoulders,https://fitnessprogramer.com/exercise/standing-reach-up-back-rotation-stretch/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Standing-Reach-Up-Back-rotation-Stretch.gif
Shoulder Stretch Behind The Back,Back / Wing,https://fitnessprogramer.com/exercise/shoulder-stretch-behind-back/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif
Shoulder Stretch Behind The Back,Chest,https://fitnessprogramer.com/exercise/shoulder-stretch-behind-back/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif
Shoulder Stretch Behind The Back,Shoulders,https://fitnessprogramer.com/exercise/shoulder-stretch-behind-back/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif
Shoulder Stretch Behind The Back,Triceps,https://fitnessprogramer.com/exercise/shoulder-stretch-behind-back/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif
Incline Dumbbell Side Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/incline-dumbbell-side-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbell-Side-Lateral-Raise.gif
Body Ups,Triceps,https://fitnessprogramer.com/exercise/body-ups/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Body-Ups.gif
Bench Glute Flutter Kicks,Hip,https://fitnessprogramer.com/exercise/bench-glute-flutter-kicks/,https://fitnessprogramer.com/wp-content/uploads/2021/12/Bench-Glute-Flutter-Kicks.gif
Dumbbell Side Lying Rear Delt Raise,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-side-lying-rear-delt-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Side-Lying-Rear-Delt-Raise.gif
Dumbbell Lateral Step Up,Hip,https://fitnessprogramer.com/exercise/dumbbell-lateral-step-up/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Lateral-Step-Up.gif
Dumbbell Lateral Step Up,Leg,https://fitnessprogramer.com/exercise/dumbbell-lateral-step-up/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Lateral-Step-Up.gif
Smith Machine Bent Over Row,Back / Wing,https://fitnessprogramer.com/exercise/smith-machine-bent-over-row/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bent-Over-Row.gif
Incline Reverse Grip Dumbbell Row,Back / Wing,https://fitnessprogramer.com/exercise/incline-reverse-grip-dumbbell-row/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Reverse-Grip-Dumbbell-Row.gif
Lateral Step-up,Cardio,https://fitnessprogramer.com/exercise/lateral-step-up/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lateral-Step-up.gif
Lateral Step-up,Leg,https://fitnessprogramer.com/exercise/lateral-step-up/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lateral-Step-up.gif
Step Up + Opposite Elbow to Knee Twist,Cardio,https://fitnessprogramer.com/exercise/step-up-opposite-elbow-to-knee-twist/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Step-Up-Opposite-Elbow-to-Knee-Twist.gif
Step Up + Opposite Elbow to Knee Twist,Leg,https://fitnessprogramer.com/exercise/step-up-opposite-elbow-to-knee-twist/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Step-Up-Opposite-Elbow-to-Knee-Twist.gif
Band Assisted Sprinter Run,Cardio,https://fitnessprogramer.com/exercise/band-assisted-sprinter-run/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Band-Assisted-Sprinter-Run.gif
Barbell Step-Up,Hip,https://fitnessprogramer.com/exercise/barbell-step-up/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Barbell-Step-Up.gif
Barbell Step-Up,Leg,https://fitnessprogramer.com/exercise/barbell-step-up/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Barbell-Step-Up.gif
Power Clean,Full Body,https://fitnessprogramer.com/exercise/power-clean/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Power-Clean-.gif
Barbell Pullover,Back / Wing,https://fitnessprogramer.com/exercise/barbell-pullover/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Barbell-Bent-Arm-Pullover.gif
Cable Pullover,Back / Wing,https://fitnessprogramer.com/exercise/cable-pullover/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lying-Extension-Pullover.gif
Weighted Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/weighted-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Weighted-Pull-up.gif
Reverse grip Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/reverse-grip-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Reverse-grip-Pull-up.gif
Close Grip Chin Up,Back / Wing,https://fitnessprogramer.com/exercise/close-grip-chin-up/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Close-Grip-Chin-Up.gif
Close Grip Chin Up,Calisthenic,https://fitnessprogramer.com/exercise/close-grip-chin-up/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Close-Grip-Chin-Up.gif
Assisted Pull-up,Back / Wing,https://fitnessprogramer.com/exercise/assisted-pull-up/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Assisted-Pull-up.gif
Lying Cable Reverse Fly,Shoulders,https://fitnessprogramer.com/exercise/lying-cable-reverse-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lying-Cable-Reverse-Fly.gif
Floor Hyperextension,Erector Spinae,https://fitnessprogramer.com/exercise/floor-hyperextension/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Floor-Hyperextension-1.gif
Floor Hyperextension,Neck,https://fitnessprogramer.com/exercise/floor-hyperextension/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Floor-Hyperextension-1.gif
Flat Bench Hyperextension,Erector Spinae,https://fitnessprogramer.com/exercise/flat-bench-hyperextension/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Flat-Bench-Hyperextension.gif
